"Collection Name","Title#1","Name#1","Name URI#1","Name#2","Name URI#2","Resource Type#1","Resource Type URI#1","Genre#1","Genre URI#1","Place Created#1","Publisher#1","Date Issued#1","Date Created#1","Date Captured#1","Edition#1","Language Term#1","Language Term URI#1","Language Term Type#1","Extent#1","Physical Description Note#1","Internet Media Type#1","Digital Origin#1","Form#1#1","Form URI#1#1","Abstract#1","Note#1","Note Type#1","Subject Topic#1","Subject Topic URI#1","Subject Topic#2","Subject Topic URI#2","Subject Name#1","Subject Name URI#1","Subject Name#2","Subject Name URI#2","Subject Name#3","Subject Name URI#3","Subject Name#4","Subject Name URI#4","Subject Geographic#1","Subject Geographic URI#1","Identifier#1","Physical Location#1","Physical Location Type#1","Shelf Locator#1","Access Condition#1","Access ConditionURI#1","ln_RECORDID","ln_RECORD_BATCHID","lnexp_MEDIAFILENAME","lnexp_PAGEURL","lnexp_IMAGEURL:4"
"CU Japanese and Japanese American Community History Project","Ken Doi Grad student looking at a fossil ","","","","","Still image","https://id.loc.gov/vocabulary/resourceTypes/img.html","","","","","","","2020-10-12","","","","","","","application/pdf","reformatted digital","","","","","","","","","","","","","","","","","","","","narv_summit_v4-7_p04.pdf","Special Collections and Archives at the University of Colorado Boulder Libraries","local","The Summt ","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","https://rightsstatements.org/page/InC/1.0/?language=en","178","4768","narv_summit_v4-7_p04.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~19~19~178~272274","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/MISC/CUB~19~19/4768/narv_summit_v4-7_p04.pdf"
"CU Japanese and Japanese American Community History Project","Kumiko Takahara","","","","","","#N/A","","","","","","","2020-10-07","","","","","","","application/pdf","reformatted digital","","","","","","","","","","","","","","","","","","","","narv_COU3331_negatives_takaharaKumiko_02_d.jpg","Special Collections and Archives at the University of Colorado Boulder Libraries","local","COU:3331","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","https://rightsstatements.org/page/InC/1.0/?language=en","153","4768","narv_COU3331_negatives_takaharaKumiko_02_d.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~19~19~153~272032","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size4/CUB~19~19/4768/narv_COU3331_negatives_takaharaKumiko_02_d.jpg"
"CU Japanese and Japanese American Community History Project","Kumiko Takahara","","","","","","#N/A","","","","","","","2020-10-07","","","","","","","application/pdf","reformatted digital","","","","","","","","","","","","","","","","","","","","narv_COU3331_negatives_takaharaKumiko_01_d.jpg","Special Collections and Archives at the University of Colorado Boulder Libraries","local","COU:3331","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","https://rightsstatements.org/page/InC/1.0/?language=en","152","4768","narv_COU3331_negatives_takaharaKumiko_01_d.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~19~19~152~272034","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size4/CUB~19~19/4768/narv_COU3331_negatives_takaharaKumiko_01_d.jpg"
"CU Japanese and Japanese American Community History Project","Kumiko Takahara - BFA excellent attendance ","","","","","","#N/A","","","","","","","2020-10-07","","","","","","","application/pdf","reformatted digital","","","","","","","","","","","","","","","","","","","","narv_bboulderFacultyAssembly_excellentAttendance.pdf","Special Collections and Archives at the University of Colorado Boulder Libraries","local","COU:2216","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","https://rightsstatements.org/page/InC/1.0/?language=en","154","4768","","https://cudl.colorado.edu//luna/servlet/detail/CUB~19~19~154~",""
"CU Japanese and Japanese American Community History Project","Kumiko Takahara Minutes of Meeting","Martinez, Ruben Orlando, author","http://id.loc.gov/authorities/names/n89605267","","","Text","https://id.loc.gov/vocabulary/resourceTypes/txt.html","","","Boulder (Colo.)","","","1988-06-30","2020-09-11","","English","http://id.loc.gov/vocabulary/iso639-2/eng","ISO 639-2","2 pages","","application/pdf","reformatted digital","summaries","http://vocab.getty.edu/aat/300139067","MAC meeting minutes for June 30, 1988. Agenda: MAC Retreat. Needs of committee member list for each campus, goals, budget, date, accommodations, invitations, Retreat agenda and structure. Minutes signed by Ruben Martinez.","","","Minorities in higher education","http://id.worldcat.org/fast/1741187","","","Minority Affairs Committee of the University Faculty Senate","","University of Colorado Boulder","http://id.worldcat.org/fast/557277","","","","","","","narv_facultySenateRecord_27_1_minutesOfMeeting.pdf","Special Collections and Archives at the University of Colorado Boulder Libraries","local","COU:2746 ","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","https://rightsstatements.org/page/InC/1.0/?language=en","71","4768","narv_facultySenateRecord_27_1_minutesOfMeeting.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~19~19~71~271920","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/MISC/CUB~19~19/4768/narv_facultySenateRecord_27_1_minutesOfMeeting.pdf"
"CU Japanese and Japanese American Community History Project","Letter from Barbara to Kumiko Takahara","Takahara, Kumiko, correspondent","http://id.loc.gov/authorities/names/no2007093399","","","Text","https://id.loc.gov/vocabulary/resourceTypes/txt.html","Business correspondence","http://id.loc.gov/authorities/genreForms/gf2014026054","Boulder (Colo.)","","","1989-09-17","2020-09-11","","English","http://id.loc.gov/vocabulary/iso639-2/eng","ISO 639-2","1 page","","application/pdf","reformatted digital","correspondence","http://vocab.getty.edu/aat/300026877","A letter from K. Takahara to B. Douglas asking to go over the letter to J. Williams regarding the office space in Norlin library for Diversity Clearinghouse and it's funding.","","","Minorities in higher education","http://id.worldcat.org/fast/1741187","","","Douglas, Barbara E.","","","","","","","","","","narv_facultySenateRecord_26_7_letterKTtoB.pdf","Special Collections and Archives at the University of Colorado Boulder Libraries","local","COU:2746","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","https://rightsstatements.org/page/InC/1.0/?language=en","58","4768","narv_facultySenateRecord_26_7_letterKTtoB.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~19~19~58~271951","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/MISC/CUB~19~19/4768/narv_facultySenateRecord_26_7_letterKTtoB.pdf"
"CU Japanese and Japanese American Community History Project","Letter from Enrique H. Reid to Suzan Noguchi","Reid, Enrique H., correspondent","","","","Text","https://id.loc.gov/vocabulary/resourceTypes/txt.html","Business correspondence","http://id.loc.gov/authorities/genreForms/gf2014026054","Baton Rouge (La.)","","","1937-05-19","2020-07-13","","English","http://id.loc.gov/vocabulary/iso639-2/eng","ISO 639-2","1 page","","application/pdf","reformatted digital","correspondence","http://vocab.getty.edu/aat/300026877","A letter from Enrique H. Reid (Louisiana State University) to Susan Noguchi requesting a copy of members list, as well as convenient date for the National Convention. ","","","Minorities in higher education","http://id.worldcat.org/fast/1741187","","","Noguchi, Susan","","","","","","","","","","narv_cosmoClub_01_03_EHRtoSNletter1937.pdf","Special Collections and Archives at the University of Colorado Boulder Libraries","local","COU:4044","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","https://rightsstatements.org/page/InC/1.0/?language=en","136","4768","narv_cosmoClub_01_03_EHRtoSNletter1937.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~19~19~136~272172","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/MISC/CUB~19~19/4768/narv_cosmoClub_01_03_EHRtoSNletter1937.pdf"
"CU Japanese and Japanese American Community History Project","Letter from Kumiko Takahara to Barbara","Takahara, Kumiko, correspondent","http://id.loc.gov/authorities/names/no2007093399","","","Text","https://id.loc.gov/vocabulary/resourceTypes/txt.html","Business correspondence","http://id.loc.gov/authorities/genreForms/gf2014026054","Boulder (Colo.)","","","1988-07-29","2020-09-11","","English","http://id.loc.gov/vocabulary/iso639-2/eng","ISO 639-2","2 pages","","application/pdf","reformatted digital","correspondence","http://vocab.getty.edu/aat/300026877","A letter from Kumiko Takahara to Barbara regarding Faculty Senate MAC meeting (July 22, 1988) minute and upcoming meeting (Aug 5) agenda, and Masterlist of Minority Faculty and Staff on all four campuses.","","","Minorities in higher education","http://id.worldcat.org/fast/1741187","","","","","","","","","","","","","narv_facultySenateRecord_26_5_letterKTtoB.pdf","Special Collections and Archives at the University of Colorado Boulder Libraries","local","COU:2746","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","https://rightsstatements.org/page/InC/1.0/?language=en","43","4768","narv_facultySenateRecord_26_5_letterKTtoB.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~19~19~43~271989","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/MISC/CUB~19~19/4768/narv_facultySenateRecord_26_5_letterKTtoB.pdf"
"CU Japanese and Japanese American Community History Project","Letter from Kumiko Takahara to Emily Calhuon","Takahara, Kumiko, correspondent","http://id.loc.gov/authorities/names/no2007093399","","","Text","https://id.loc.gov/vocabulary/resourceTypes/txt.html","Business correspondence","http://id.loc.gov/authorities/genreForms/gf2014026054","Boulder (Colo.)","","","1988-07-08","2020-09-11","","English","http://id.loc.gov/vocabulary/iso639-2/eng","ISO 639-2","2 pages","","application/pdf","reformatted digital","correspondence","http://vocab.getty.edu/aat/300026877","A letter of announcement about the Faculty Senate MAC's one-day retreat for all four campus minority affairs committee on October 8 or 15, 1988.","","","Minorities in higher education","http://id.worldcat.org/fast/1741187","","","","","","","","","","","","","narv_facultySenateRecord_26_6_letterKTtoEC.pdf","Special Collections and Archives at the University of Colorado Boulder Libraries","local","COU:2746","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","https://rightsstatements.org/page/InC/1.0/?language=en","50","4768","narv_facultySenateRecord_26_6_letterKTtoEC.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~19~19~50~271975","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/MISC/CUB~19~19/4768/narv_facultySenateRecord_26_6_letterKTtoEC.pdf"
"CU Japanese and Japanese American Community History Project","Letter from Michiko Watanabe","Watanabe, Michiko, correspondent","","","","Text","https://id.loc.gov/vocabulary/resourceTypes/txt.html","Business correspondence","http://id.loc.gov/authorities/genreForms/gf2014026054","Boulder (Colo.)","","","1953-05-23","2020-07-13","","English","http://id.loc.gov/vocabulary/iso639-2/eng","ISO 639-2","1 page","","application/pdf","reformatted digital","correspondence","http://vocab.getty.edu/aat/300026877","Copy of a letter from Michiko Watanabe, Executive Secretary Cosmopolitan Club, to Mr. Lisle T. Ware, Director of Student Activities, expressing the interest of Cosmopolitan Club to participate in the Activity Night programs for New Student Week.","","","Minorities in higher education","http://id.worldcat.org/fast/1741187","","","Ware, Lisle T.","","","","","","","","","","narv_cosmoClub_01_03_letterMichikoWantanabe.pdf","Special Collections and Archives at the University of Colorado Boulder Libraries","local","COU:4044","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","https://rightsstatements.org/page/InC/1.0/?language=en","147","4768","narv_cosmoClub_01_03_letterMichikoWantanabe.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~19~19~147~272170","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/MISC/CUB~19~19/4768/narv_cosmoClub_01_03_letterMichikoWantanabe.pdf"
"CU Japanese and Japanese American Community History Project","Letter from William G. Gambill","Gambill, William G., correspondent","","","","Text","https://id.loc.gov/vocabulary/resourceTypes/txt.html","","","Lamar (Colo.)","","","1939-05-02","2020-07-13","","English","http://id.loc.gov/vocabulary/iso639-2/eng","ISO 639-2","1 page","","application/pdf","reformatted digital","correspondence","http://vocab.getty.edu/aat/300026877","A letter of suggestion from William G. Gambill to Cosmopolitan Club University of Colorado. ","","","Minorities in higher education","http://id.worldcat.org/fast/1741187","","","Cosmopolitan Club","","University of Colorado Boulder","http://id.worldcat.org/fast/557277","","","","","","","narv_cosmoClub_01_03_letterWilliamGambill.pdf","Special Collections and Archives at the University of Colorado Boulder Libraries","local","COU:4044","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","https://rightsstatements.org/page/InC/1.0/?language=en","140","4768","narv_cosmoClub_01_03_letterWilliamGambill.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~19~19~140~272168","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/MISC/CUB~19~19/4768/narv_cosmoClub_01_03_letterWilliamGambill.pdf"
"CU Japanese and Japanese American Community History Project","Letter to Deborah Fink from Kumiko Takahara","Takahara, Kumiko, correspondent","http://id.loc.gov/authorities/names/no2007093399","","","Text","https://id.loc.gov/vocabulary/resourceTypes/txt.html","Business correspondence","http://id.loc.gov/authorities/genreForms/gf2014026054","Boulder (Colo.)","","","1989-09-07","2020-09-11","","English","http://id.loc.gov/vocabulary/iso639-2/eng","ISO 639-2","1 page","","application/pdf","reformatted digital","correspondence","http://vocab.getty.edu/aat/300026877","A letter as a reminder of main points from previous day conversation regarding Minority Information Network System","","","Minorities in higher education","http://id.worldcat.org/fast/1741187","","","Windrum, Deborah F., 1949-","http://id.loc.gov/authorities/names/n92091278","","","","","","","","","narv_facultySenateRecord_26_7_letter_KTtoDF.pdf","Special Collections and Archives at the University of Colorado Boulder Libraries","local","COU:2746","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","https://rightsstatements.org/page/InC/1.0/?language=en","62","4768","narv_facultySenateRecord_26_7_letterKTtoDF.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~19~19~62~271949","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/MISC/CUB~19~19/4768/narv_facultySenateRecord_26_7_letterKTtoDF.pdf"
"CU Japanese and Japanese American Community History Project","Letter to Dr. James Williams from Kumiko Takahara","Takahara, Kumiko, correspondent","http://id.loc.gov/authorities/names/no2007093399","","","Text","https://id.loc.gov/vocabulary/resourceTypes/txt.html","Business correspondence","http://id.loc.gov/authorities/genreForms/gf2014026054","Boulder (Colo.)","","","1989-09-18","2020-09-11","","English","http://id.loc.gov/vocabulary/iso639-2/eng","ISO 639-2","3 pages","","application/pdf","reformatted digital","correspondence","http://vocab.getty.edu/aat/300026877","A letter from K. Takahara to Dr. James Williams, Director University Libraries, regarding the office space in Norlin for the Minority Information Network System (MINS) and fund to hire a network coordinator. ","","","Minorities in higher education","http://id.worldcat.org/fast/1741187","","","Williams, James F.","http://id.loc.gov/authorities/names/n90720930","","","","","","","","","narv_facultySenateRecord_26_7_letterKTtoJW.pdf","Special Collections and Archives at the University of Colorado Boulder Libraries","local","COU:2746","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","https://rightsstatements.org/page/InC/1.0/?language=en","59","4768","narv_facultySenateRecord_26_7_letterKTtoJW.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~19~19~59~271947","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/MISC/CUB~19~19/4768/narv_facultySenateRecord_26_7_letterKTtoJW.pdf"
"CU Japanese and Japanese American Community History Project","Letter to Kumiko Takahara from Deborah Fink","Windrum, Deborah F., 1949-, correspondent","
http://id.loc.gov/authorities/names/n92091278","","","Text","https://id.loc.gov/vocabulary/resourceTypes/txt.html","Business correspondence","http://id.loc.gov/authorities/genreForms/gf2014026054","Boulder (Colo.)","","","1989-09-12","2020-09-11","","English","http://id.loc.gov/vocabulary/iso639-2/eng","ISO 639-2","1 page","","application/pdf","reformatted digital","correspondence","http://vocab.getty.edu/aat/300026877","A letter from Deborah Fink to K. Takahara, in response to Takahara's letter of September 7, 1989, claritying CU Diversity Clearinghouse and Minority and Women Affairs Electronic Information Exchange System. ","","","Minorities in higher education","http://id.worldcat.org/fast/1741187","","","Takahara, Kumiko","http://id.loc.gov/authorities/names/no2007093399","","","","","","","","","narv_facultySenateRecord_26_7_letterDFtoKT.pdf","Special Collections and Archives at the University of Colorado Boulder Libraries","local","COU:2746","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","https://rightsstatements.org/page/InC/1.0/?language=en","60","4768","narv_facultySenateRecord_26_7_letterDFtoKT.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~19~19~60~271953","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/MISC/CUB~19~19/4768/narv_facultySenateRecord_26_7_letterDFtoKT.pdf"
"CU Japanese and Japanese American Community History Project","Letter to Walter Sturnik from Kumiko Takahara","Takahara, Kumiko, correspondent","http://id.loc.gov/authorities/names/no2007093399","","","Text","https://id.loc.gov/vocabulary/resourceTypes/txt.html","Business correspondence","http://id.loc.gov/authorities/genreForms/gf2014026054","Boulder (Colo.)","","","1989-08-21","2020-09-11","","English","http://id.loc.gov/vocabulary/iso639-2/eng","ISO 639-2","1 page","","application/pdf","reformatted digital","correspondence","http://vocab.getty.edu/aat/300026877","A letter from K. Takahara to Dr. W.A.E. Skurnik, Chair University System Faculty Council, to update MAC activities during the summer; especially, the CU President Gee's allocated fund of $30,000 to the CU minority faculty for improvement of minority related communication network for AY 1988-89.","","","Minorities in higher education","http://id.worldcat.org/fast/1741187","","","Skurnik, W. A. E.","http://id.loc.gov/authorities/names/no97011012","","","","","","","","","narv_facultySenateRecord_26_7_letter_KTtoWS.pdf","Special Collections and Archives at the University of Colorado Boulder Libraries","local","COU:2746","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","https://rightsstatements.org/page/InC/1.0/?language=en","63","4768","","https://cudl.colorado.edu//luna/servlet/detail/CUB~19~19~63~",""
"CU Japanese and Japanese American Community History Project","List of Foreign Student Council Members as of Oct 17, 1972","","","","","","#N/A","","","","","","","2020-07-13","","","http://id.loc.gov/vocabulary/iso639-2/eng","ISO 639-2","","","application/pdf","reformatted digital","","","","","","","","","","","","","","","","","","","","narv_cosmoClub_04_05_FSCmembers101772_b.pdf","Special Collections and Archives at the University of Colorado Boulder Libraries","local","COU:4044","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","https://rightsstatements.org/page/InC/1.0/?language=en","108","4768","","https://cudl.colorado.edu//luna/servlet/detail/CUB~19~19~108~",""
"CU Japanese and Japanese American Community History Project","List of Foreign Students by Country","Unidentified author","","","","Text","https://id.loc.gov/vocabulary/resourceTypes/txt.html","Registers (lists)","http://id.loc.gov/authorities/genreForms/gf2014026166","Boulder (Colo.)","","","Undated","2020-07-13","","English","http://id.loc.gov/vocabulary/iso639-2/eng","ISO 639-2","9 pages","","application/pdf","reformatted digital","registers (lists)","http://vocab.getty.edu/aat/300027168","Typed name list by country. Under Japan section: Oshikawa, Sadaomi; Sato, Yuji; Sano, Tsukasa; Takahashi, Masao.","","","Minorities in higher education","http://id.worldcat.org/fast/1741187","","","Oshikawa, Sadaomi, 1929-","http://id.loc.gov/authorities/names/n87150300","Sato, Yuji","","Sano, Tsukasa","","Takahashi, Masao","","","","narv_cosmoClub_01_04_listForeignStudByCountry.pdf","Special Collections and Archives at the University of Colorado Boulder Libraries","local","COU:4044","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","https://rightsstatements.org/page/InC/1.0/?language=en","158","4768","narv_cosmoClub_01_04_listForeignStudByCountry.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~19~19~158~272150","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/MISC/CUB~19~19/4768/narv_cosmoClub_01_04_listForeignStudByCountry.pdf"
"CU Japanese and Japanese American Community History Project","Listing of Minority Faculty and Staff","Minority Affairs Committee of the University Faculty Senate, author","","","","Text","https://id.loc.gov/vocabulary/resourceTypes/txt.html","Registers (Lists)","http://id.loc.gov/authorities/genreForms/gf2014026166","Boulder (Colo.)","","","1987-10-20","2020-09-11","","English","http://id.loc.gov/vocabulary/iso639-2/eng","ISO 639-2","8 pages","","application/pdf","reformatted digital","registers (lists)","http://vocab.getty.edu/aat/300027168","Listing of Minority Faculty and Staff -- Classified Staff","","","Minorities in higher education","http://id.worldcat.org/fast/1741187","","","","","","","","","","","","","narv_facultySenateRecord_26_4_employeeList.pdf","Special Collections and Archives at the University of Colorado Boulder Libraries","local","COU:2746","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","https://rightsstatements.org/page/InC/1.0/?language=en","34","4768","narv_facultySenateRecord_26_4_employeeList.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~19~19~34~271995","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/MISC/CUB~19~19/4768/narv_facultySenateRecord_26_4_employeeList.pdf"
"CU Japanese and Japanese American Community History Project","Listing of Minority Faculty and Staff (Classified)","Minority Affairs Committee of the University Faculty Senate, author","","","","Text","https://id.loc.gov/vocabulary/resourceTypes/txt.html","Registers (Lists)","http://id.loc.gov/authorities/genreForms/gf2014026166","Boulder (Colo.)","","","1987-10-20","2020-09-11","","English","http://id.loc.gov/vocabulary/iso639-2/eng","ISO 639-2","5 pages","","application/pdf","reformatted digital","registers (lists)","http://vocab.getty.edu/aat/300027168","alphabetical Listing of Minority Faculty and Professional Staff separated by Employment Type","","","Minorities in higher education","http://id.worldcat.org/fast/1741187","","","","","","","","","","","","","narv_facultySenateRecord_26_4_employeeListClassified.pdf","Special Collections and Archives at the University of Colorado Boulder Libraries","local","COU:2746","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","https://rightsstatements.org/page/InC/1.0/?language=en","35","4768","narv_facultySenateRecord_26_4_employeeListClassified.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~19~19~35~271993","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/MISC/CUB~19~19/4768/narv_facultySenateRecord_26_4_employeeListClassified.pdf"
"CU Japanese and Japanese American Community History Project","Listing of Minority Faculty by Campus Academic Year 1988-89","Minority Affairs Committee of the University Faculty Senate, author","","","","Text","https://id.loc.gov/vocabulary/resourceTypes/txt.html","Registers (Lists)","http://id.loc.gov/authorities/genreForms/gf2014026166","Boulder (Colo.)","","","1988-09-19","2020-09-11","","English","http://id.loc.gov/vocabulary/iso639-2/eng","ISO 639-2","23 pages","","application/pdf","reformatted digital","registers (lists)","http://vocab.getty.edu/aat/300027168","""Listing of Minority Faculty by campus, Academic Year 1988-89""","","","Minorities in higher education","http://id.worldcat.org/fast/1741187","","","","","","","","","","","","","narv_facultySenateRecord_26_5_minorityFac88.pdf","Special Collections and Archives at the University of Colorado Boulder Libraries","local","COU:2746","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","https://rightsstatements.org/page/InC/1.0/?language=en","42","4768","","https://cudl.colorado.edu//luna/servlet/detail/CUB~19~19~42~",""
"CU Japanese and Japanese American Community History Project","MAC Accountability Group - Kagohara, Miyagishima",",  ","","","","","#N/A","","","Boulder (Colo.)","","","","2020-09-11","","English","http://id.loc.gov/vocabulary/iso639-2/eng","ISO 639-2","","","application/pdf","reformatted digital","","","","","","","","","","","","","","","","","","","","narv_facultySenateRecord_27_1_MACaccountability.pdf","Special Collections and Archives at the University of Colorado Boulder Libraries","local","COU:2746","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","https://rightsstatements.org/page/InC/1.0/?language=en","72","4768","narv_facultySenateRecord_27_1_MACaccountability.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~19~19~72~271922","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/MISC/CUB~19~19/4768/narv_facultySenateRecord_27_1_MACaccountability.pdf"
"CU Japanese and Japanese American Community History Project","MAC BFA Meeting Minutes","Robertson, Ellen, author","","Pererira, Teresinka, author ","","Text","https://id.loc.gov/vocabulary/resourceTypes/txt.html","","","Boulder (Colo.)","","","1986-10-06","2020-09-11","","English","http://id.loc.gov/vocabulary/iso639-2/eng","ISO 639-2","2 pages","","application/pdf","reformatted digital","summaries","http://vocab.getty.edu/aat/300139067","Minority Affairs Committee, BFA Minutes of meeting, October 6, 1986. Present: Kumiko Takahara and others. Compiled from notes taken by Ellen Robertson, Teresinka Pereira, and Julia Holloway. Approved 11/3/86. ","","","Minorities in higher education","http://id.worldcat.org/fast/1741187","","","Takahara, Kumiko","http://id.loc.gov/authorities/names/no2007093399","","","","","","","","","narv_facultySenateRecord_26_2_MACminutes.pdf","Special Collections and Archives at the University of Colorado Boulder Libraries","local","COU:2746","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","https://rightsstatements.org/page/InC/1.0/?language=en","31","4768","narv_facultySenateRecord_26_2_MACminutes.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~19~19~31~272005","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/MISC/CUB~19~19/4768/narv_facultySenateRecord_26_2_MACminutes.pdf"
"CU Japanese and Japanese American Community History Project","MAC Mailing List","Minority Affairs Committee of the University Faculty Senate, author","","","","Text","https://id.loc.gov/vocabulary/resourceTypes/txt.html","Registers (Lists)","http://id.loc.gov/authorities/genreForms/gf2014026166","","","","1990-11-13","2020-09-11","","English","http://id.loc.gov/vocabulary/iso639-2/eng","ISO 639-2","8 pages","","application/pdf","reformatted digital","registers (lists)","http://vocab.getty.edu/aat/300027168","MAC mailing list.","Handwirtten top right: MAC mailing of 11/13/90","local","Minorities in higher education","http://id.worldcat.org/fast/1741187","","","Minority Affairs Committee of the University Faculty Senate","","University of Colorado Boulder","http://id.worldcat.org/fast/557277","","","","","","","narv_facultySenateRecord_28_1_MACmailing.pdf","Special Collections and Archives at the University of Colorado Boulder Libraries","local","COU:2747","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","https://rightsstatements.org/page/InC/1.0/?language=en","79","4768","narv_facultySenateRecord_28_1_MACmailing.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~19~19~79~271906","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/MISC/CUB~19~19/4768/narv_facultySenateRecord_28_1_MACmailing.pdf"
